,handicapped-infants,water-project-cost-sharing,adoption-of-the-budget-resolution,physician-fee-freeze,el-salvador-aid,religious-groups-in-schools,anti-satellite-test-ban,aid-to-nicaraguan-contras,mx-missile,immigration,synfuels-corporation-cutback,education-spending,superfund-right-to-sue,crime,duty-free-exports,export-administration-act-south-africa,Class,leafDecisionNode,leafParentNode,classPrediction,success,treeID
380,1,1,1,-1,-1,1,0,1,1,-1,1,-1,1,-1,1,1,democrat,21,7,democrat,True,6
69,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat,21,7,democrat,True,6
29,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat,21,7,democrat,True,6
311,-1,-1,1,-1,-1,1,1,1,1,1,-1,-1,1,-1,-1,1,democrat,21,7,democrat,True,6
170,1,-1,1,-1,-1,-1,0,1,1,0,-1,-1,-1,-1,1,0,democrat,21,7,democrat,True,6
72,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,0,democrat,21,7,democrat,True,6
63,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,democrat,21,7,democrat,True,6
60,1,1,1,-1,-1,0,1,1,1,1,-1,-1,-1,-1,1,0,democrat,21,7,democrat,True,6
40,1,1,1,-1,-1,-1,1,1,1,-1,0,-1,-1,-1,-1,0,democrat,21,7,democrat,True,6
147,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,democrat,22,7,democrat,True,6
261,1,-1,1,-1,-1,0,1,1,1,-1,0,0,-1,0,0,0,democrat,21,7,democrat,True,6
344,-1,-1,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,democrat,21,7,democrat,True,6
180,0,0,1,-1,-1,-1,1,1,1,0,0,-1,-1,-1,0,0,democrat,21,7,democrat,True,6
161,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,1,-1,1,democrat,22,7,democrat,True,6
408,1,-1,1,-1,-1,1,1,1,1,-1,-1,1,0,1,1,1,democrat,21,7,democrat,True,6
301,-1,-1,0,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat,20,7,republican,False,6
162,-1,1,1,-1,1,1,1,-1,-1,-1,1,1,1,1,-1,1,democrat,21,7,democrat,True,6
174,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat,21,7,democrat,True,6
12,-1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,0,0,democrat,21,7,democrat,True,6
348,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,1,0,democrat,21,7,democrat,True,6
332,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,0,democrat,21,7,democrat,True,6
64,1,1,1,-1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,1,democrat,21,7,democrat,True,6
418,1,1,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,1,democrat,21,7,democrat,True,6
309,1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,1,democrat,22,7,democrat,True,6
54,1,1,1,-1,-1,1,0,1,-1,-1,1,1,-1,1,-1,0,democrat,21,7,democrat,True,6
237,1,-1,1,-1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,democrat,21,7,democrat,True,6
169,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,-1,1,-1,1,democrat,21,7,democrat,True,6
323,1,1,1,-1,1,1,-1,1,0,1,-1,-1,1,1,-1,0,democrat,21,7,democrat,True,6
139,1,-1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat,21,7,democrat,True,6
91,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,democrat,21,7,democrat,True,6
333,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat,21,7,democrat,True,6
422,-1,-1,1,-1,-1,1,1,1,1,-1,1,-1,-1,-1,1,1,democrat,21,7,democrat,True,6
386,-1,0,1,-1,1,1,-1,1,-1,-1,1,-1,-1,-1,-1,0,democrat,21,7,democrat,True,6
268,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat,21,7,democrat,True,6
192,-1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,1,1,1,democrat,22,7,democrat,True,6
46,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,democrat,21,7,democrat,True,6
44,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,0,democrat,21,7,democrat,True,6
184,-1,-1,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,democrat,21,7,democrat,True,6
16,1,-1,1,-1,-1,1,-1,1,0,1,1,1,0,-1,-1,1,democrat,21,7,democrat,True,6
382,1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,0,democrat,17,5,democrat,True,6
215,-1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,0,democrat,27,15,republican,False,6
202,1,-1,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,1,1,democrat,21,7,democrat,True,6
78,1,1,1,-1,1,1,-1,-1,-1,1,1,-1,1,1,-1,1,democrat,21,7,democrat,True,6
129,0,0,1,-1,-1,-1,1,1,0,-1,0,0,0,0,0,0,democrat,21,7,democrat,True,6
376,1,0,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat,21,7,democrat,True,6
80,1,-1,1,-1,-1,1,1,1,1,1,-1,1,-1,1,-1,0,democrat,21,7,democrat,True,6
366,1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,-1,-1,-1,0,democrat,21,7,democrat,True,6
118,-1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,1,democrat,21,7,democrat,True,6
241,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,-1,1,1,1,democrat,21,7,democrat,True,6
112,-1,0,1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,0,democrat,21,7,democrat,True,6
5,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,democrat,21,7,democrat,True,6
21,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,0,0,1,1,democrat,21,7,democrat,True,6
160,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,democrat,22,7,democrat,True,6
103,1,-1,-1,-1,1,1,0,-1,0,-1,-1,-1,-1,1,0,-1,democrat,22,7,democrat,True,6
41,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat,21,7,democrat,True,6
179,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,democrat,21,7,democrat,True,6
319,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat,21,7,democrat,True,6
334,-1,1,1,-1,-1,1,1,1,0,-1,1,1,-1,-1,1,1,democrat,21,7,democrat,True,6
131,-1,-1,1,-1,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,democrat,21,7,democrat,True,6
407,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,democrat,17,5,democrat,True,6
200,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,1,democrat,21,7,democrat,True,6
183,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,democrat,10,3,republican,False,6
367,1,1,1,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,0,democrat,21,7,democrat,True,6
384,1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,1,democrat,28,15,democrat,True,6
164,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,1,-1,0,democrat,22,7,democrat,True,6
270,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat,21,7,democrat,True,6
290,1,-1,1,-1,0,1,0,1,1,1,-1,-1,1,1,-1,1,democrat,21,7,democrat,True,6
95,1,-1,1,-1,1,1,-1,0,0,-1,1,0,0,0,1,1,democrat,21,7,democrat,True,6
421,-1,1,1,-1,1,1,1,1,-1,-1,1,-1,1,-1,1,1,democrat,21,7,democrat,True,6
286,-1,-1,1,-1,-1,1,0,1,0,1,1,1,-1,1,1,0,democrat,21,7,democrat,True,6
322,1,1,1,-1,0,1,-1,0,-1,-1,1,-1,1,1,-1,0,democrat,21,7,democrat,True,6
316,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,1,1,1,-1,democrat,22,7,democrat,True,6
1,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,0,republican,15,5,democrat,False,7
11,-1,1,-1,1,1,1,-1,-1,-1,-1,1,0,1,1,0,0,republican,30,23,democrat,False,7
28,1,-1,-1,1,1,-1,1,1,1,-1,-1,1,1,1,-1,1,republican,15,5,democrat,False,7
30,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican,15,5,democrat,False,7
35,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican,15,5,democrat,False,7
36,1,0,-1,1,1,1,-1,-1,-1,1,-1,1,0,1,-1,1,republican,15,5,democrat,False,7
37,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,republican,15,5,democrat,False,7
38,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican,15,5,democrat,False,7
53,1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican,15,5,democrat,False,7
55,-1,1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,-1,-1,republican,22,14,republican,True,7
57,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican,15,5,democrat,False,7
61,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican,15,5,democrat,False,7
65,1,1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,-1,1,republican,15,5,democrat,False,7
67,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican,15,5,democrat,False,7
79,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican,15,5,democrat,False,7
82,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican,15,5,democrat,False,7
84,-1,0,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican,15,5,democrat,False,7
99,-1,-1,-1,1,1,1,-1,-1,-1,1,0,1,1,1,-1,-1,republican,16,5,democrat,False,7
106,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican,15,5,democrat,False,7
107,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,republican,7,2,republican,True,7
120,-1,0,0,1,1,1,-1,-1,-1,1,-1,1,1,1,0,1,republican,15,5,democrat,False,7
121,-1,0,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican,15,5,democrat,False,7
123,1,0,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,-1,1,republican,15,5,democrat,False,7
125,-1,0,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican,15,5,democrat,False,7
134,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,0,republican,15,5,democrat,False,7
136,-1,1,-1,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,1,republican,30,23,democrat,False,7
156,1,1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,-1,-1,republican,15,5,democrat,False,7
158,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican,15,5,democrat,False,7
163,-1,1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,-1,1,republican,15,5,democrat,False,7
167,1,-1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,republican,29,23,republican,True,7
171,-1,0,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican,15,5,democrat,False,7
191,-1,1,-1,1,1,1,-1,0,-1,1,-1,1,1,1,-1,0,republican,15,5,democrat,False,7
206,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,republican,15,5,democrat,False,7
230,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican,15,5,democrat,False,7
235,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,republican,15,5,democrat,False,7
240,-1,-1,-1,1,-1,1,1,0,1,-1,-1,1,1,1,-1,1,republican,15,5,democrat,False,7
250,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican,15,5,democrat,False,7
253,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican,15,5,democrat,False,7
256,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,republican,15,5,democrat,False,7
257,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,0,1,republican,15,5,democrat,False,7
276,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,republican,15,5,democrat,False,7
277,-1,-1,1,1,1,1,1,1,-1,1,-1,-1,-1,1,-1,1,republican,15,5,democrat,False,7
279,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican,15,5,democrat,False,7
324,-1,1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,republican,22,14,republican,True,7
330,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican,15,5,democrat,False,7
335,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,-1,0,republican,30,23,democrat,False,7
339,1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,republican,22,14,republican,True,7
346,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican,15,5,democrat,False,7
349,-1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,-1,1,republican,15,5,democrat,False,7
351,-1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,republican,15,5,democrat,False,7
353,-1,-1,1,1,1,1,1,-1,-1,1,1,1,1,1,-1,1,republican,29,23,republican,True,7
355,1,-1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,republican,15,5,democrat,False,7
357,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican,15,5,democrat,False,7
359,-1,-1,-1,1,1,1,-1,-1,-1,1,0,1,1,1,-1,1,republican,16,5,democrat,False,7
369,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,republican,15,5,democrat,False,7
374,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican,15,5,democrat,False,7
377,-1,1,-1,1,1,1,0,0,-1,-1,0,0,1,0,0,0,republican,16,5,democrat,False,7
379,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican,15,5,democrat,False,7
393,0,0,0,0,-1,1,-1,1,1,-1,-1,1,1,-1,-1,0,republican,7,2,republican,True,7
400,-1,1,-1,1,1,1,-1,0,-1,-1,0,0,0,1,-1,0,republican,16,5,democrat,False,7
403,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,0,1,-1,-1,republican,15,5,democrat,False,7
404,1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican,15,5,democrat,False,7
412,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican,15,5,democrat,False,7
427,-1,-1,-1,1,1,1,1,1,-1,1,-1,1,1,1,-1,1,republican,15,5,democrat,False,7
432,-1,0,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,1,republican,30,23,democrat,False,7
433,-1,-1,-1,1,1,1,0,0,0,0,-1,1,1,1,-1,1,republican,15,5,democrat,False,7
434,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,0,-1,republican,15,5,democrat,False,7
2,0,1,1,0,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,democrat,7,2,republican,False,7
12,-1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,0,0,democrat,19,9,democrat,True,7
20,1,1,1,-1,-1,0,1,1,-1,-1,1,-1,-1,-1,1,1,democrat,19,9,democrat,True,7
22,1,0,1,-1,-1,-1,1,1,1,-1,-1,0,-1,-1,1,1,democrat,19,9,democrat,True,7
23,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat,19,9,democrat,True,7
27,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat,19,9,democrat,True,7
29,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat,19,9,democrat,True,7
34,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat,19,9,democrat,True,7
43,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat,19,9,democrat,True,7
44,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,0,democrat,19,9,democrat,True,7
46,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,democrat,19,9,democrat,True,7
50,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat,19,9,democrat,True,7
52,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,0,0,democrat,19,9,democrat,True,7
60,1,1,1,-1,-1,0,1,1,1,1,-1,-1,-1,-1,1,0,democrat,19,9,democrat,True,7
63,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,democrat,19,9,democrat,True,7
64,1,1,1,-1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,1,democrat,19,9,democrat,True,7
68,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,democrat,19,9,democrat,True,7
69,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat,19,9,democrat,True,7
72,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,0,democrat,19,9,democrat,True,7
85,-1,-1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,-1,1,democrat,19,9,democrat,True,7
91,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,democrat,19,9,democrat,True,7
101,1,-1,1,-1,1,1,1,-1,-1,-1,1,-1,-1,1,-1,1,democrat,19,9,democrat,True,7
124,-1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat,19,9,democrat,True,7
144,-1,0,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,-1,0,democrat,32,24,democrat,True,7
159,-1,1,1,-1,0,1,1,1,1,1,1,-1,-1,0,-1,0,democrat,19,9,democrat,True,7
161,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,1,-1,1,democrat,25,18,democrat,True,7
162,-1,1,1,-1,1,1,1,-1,-1,-1,1,1,1,1,-1,1,democrat,19,9,democrat,True,7
169,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,-1,1,-1,1,democrat,19,9,democrat,True,7
173,-1,-1,-1,-1,1,1,-1,-1,-1,1,1,1,1,1,-1,1,democrat,25,18,democrat,True,7
175,-1,1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,democrat,19,9,democrat,True,7
179,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,democrat,19,9,democrat,True,7
181,-1,-1,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,democrat,19,9,democrat,True,7
183,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,democrat,7,2,republican,False,7
189,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat,19,9,democrat,True,7
194,-1,-1,1,-1,-1,1,1,0,1,1,1,-1,-1,-1,1,1,democrat,19,9,democrat,True,7
196,-1,-1,1,-1,-1,1,1,1,1,-1,1,1,-1,1,1,0,democrat,19,9,democrat,True,7
199,1,1,-1,-1,-1,-1,1,1,0,-1,1,-1,-1,-1,1,0,democrat,31,24,republican,False,7
200,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,1,democrat,19,9,democrat,True,7
201,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat,19,9,democrat,True,7
208,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,0,-1,-1,1,1,democrat,19,9,democrat,True,7
209,1,1,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,1,democrat,19,9,democrat,True,7
210,-1,-1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat,19,9,democrat,True,7
212,-1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat,19,9,democrat,True,7
218,1,0,1,-1,-1,-1,1,1,1,-1,0,-1,-1,-1,1,0,democrat,19,9,democrat,True,7
219,-1,1,1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,1,1,democrat,19,9,democrat,True,7
220,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat,19,9,democrat,True,7
222,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,0,democrat,19,9,democrat,True,7
232,-1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,0,democrat,19,9,democrat,True,7
234,-1,-1,1,-1,-1,1,1,1,1,1,-1,1,-1,1,1,0,democrat,19,9,democrat,True,7
236,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat,19,9,democrat,True,7
241,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,-1,1,1,1,democrat,19,9,democrat,True,7
249,1,-1,1,-1,-1,-1,1,1,0,-1,1,-1,-1,-1,1,1,democrat,19,9,democrat,True,7
252,1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat,19,9,democrat,True,7
255,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,1,1,democrat,19,9,democrat,True,7
258,-1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat,19,9,democrat,True,7
259,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,democrat,19,9,democrat,True,7
270,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat,19,9,democrat,True,7
272,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,0,democrat,19,9,democrat,True,7
275,-1,-1,1,-1,1,1,-1,-1,-1,-1,0,-1,1,1,-1,-1,democrat,19,9,democrat,True,7
280,-1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,-1,1,democrat,19,9,democrat,True,7
290,1,-1,1,-1,0,1,0,1,1,1,-1,-1,1,1,-1,1,democrat,19,9,democrat,True,7
293,1,1,1,-1,-1,1,1,1,1,1,1,-1,1,1,1,1,democrat,19,9,democrat,True,7
294,-1,1,1,-1,-1,1,1,1,-1,1,1,-1,1,1,-1,0,democrat,19,9,democrat,True,7
297,1,1,1,-1,-1,1,1,1,1,1,-1,-1,0,-1,1,0,democrat,19,9,democrat,True,7
298,-1,1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,democrat,31,24,republican,False,7
299,-1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,1,1,1,democrat,19,9,democrat,True,7
301,-1,-1,0,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat,17,9,republican,False,7
309,1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,1,democrat,32,24,democrat,True,7
311,-1,-1,1,-1,-1,1,1,1,1,1,-1,-1,1,-1,-1,1,democrat,19,9,democrat,True,7
316,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,1,1,1,-1,democrat,25,18,democrat,True,7
318,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat,19,9,democrat,True,7
319,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat,19,9,democrat,True,7
321,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,-1,1,democrat,19,9,democrat,True,7
322,1,1,1,-1,0,1,-1,0,-1,-1,1,-1,1,1,-1,0,democrat,19,9,democrat,True,7
326,1,1,-1,1,-1,-1,1,1,1,-1,1,-1,-1,1,-1,1,democrat,30,23,democrat,True,7
328,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,democrat,19,9,democrat,True,7
331,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat,19,9,democrat,True,7
336,-1,-1,1,-1,-1,1,1,1,-1,-1,1,-1,-1,1,0,1,democrat,19,9,democrat,True,7
338,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,1,1,democrat,19,9,democrat,True,7
341,-1,0,1,0,-1,1,1,1,1,1,1,-1,0,0,1,1,democrat,7,2,republican,False,7
344,-1,-1,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,democrat,19,9,democrat,True,7
350,-1,1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,democrat,31,24,republican,False,7
352,-1,1,-1,1,-1,1,1,1,1,-1,1,-1,1,-1,1,0,democrat,30,23,democrat,True,7
354,-1,1,1,-1,-1,1,1,1,1,1,-1,0,-1,-1,1,1,democrat,19,9,democrat,True,7
358,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,democrat,19,9,democrat,True,7
361,1,-1,1,-1,1,1,1,-1,1,1,-1,-1,1,1,-1,0,democrat,19,9,democrat,True,7
368,-1,1,1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,1,democrat,19,9,democrat,True,7
371,1,1,1,-1,0,-1,1,1,1,1,-1,-1,-1,-1,1,0,democrat,19,9,democrat,True,7
380,1,1,1,-1,-1,1,0,1,1,-1,1,-1,1,-1,1,1,democrat,19,9,democrat,True,7
383,1,1,1,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,1,democrat,19,9,democrat,True,7
384,1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,1,democrat,29,23,republican,False,7
385,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,-1,democrat,25,18,democrat,True,7
386,-1,0,1,-1,1,1,-1,1,-1,-1,1,-1,-1,-1,-1,0,democrat,19,9,democrat,True,7
390,0,0,-1,-1,0,1,0,-1,-1,-1,1,1,-1,1,-1,0,democrat,25,18,democrat,True,7
391,1,1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,1,-1,democrat,31,24,republican,False,7
394,1,1,0,0,0,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,democrat,7,2,republican,False,7
395,1,1,1,0,-1,-1,-1,1,-1,-1,1,0,-1,-1,1,1,democrat,7,2,republican,False,7
396,1,1,1,-1,1,1,-1,1,-1,-1,1,-1,1,-1,1,1,democrat,19,9,democrat,True,7
397,1,1,-1,-1,1,0,-1,-1,-1,-1,1,-1,1,1,-1,1,democrat,31,24,republican,False,7
398,-1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,democrat,19,9,democrat,True,7
407,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,democrat,22,14,republican,False,7
411,1,-1,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,-1,1,democrat,19,9,democrat,True,7
414,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,democrat,19,9,democrat,True,7
