,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class,leafDecisionNode,leafParentNode,classPrediction,success,treeID
681,M,0.485,0.37,0.14,0.5725,0.204,0.1415,0.175,10,207,125,8.421052631578947,2.493074792243769,1
682,F,0.435,0.325,0.115,0.3915,0.154,0.094,0.12,7,184,108,8.363636363636363,1.859504132231404,1
683,M,0.535,0.405,0.185,0.8345,0.3175,0.1725,0.29,16,218,133,11.56993006993007,19.625519585309796,1
685,M,0.565,0.44,0.185,0.909,0.344,0.2325,0.255,15,218,133,11.56993006993007,11.765379725169934,1
686,F,0.535,0.4,0.15,0.8045,0.3345,0.2125,0.21,13,184,108,8.363636363636363,21.495867768595044,1
689,M,0.59,0.44,0.15,0.9555,0.366,0.2425,0.295,11,218,133,11.56993006993007,0.3248202846104945,1
691,I,0.255,0.19,0.075,0.0865,0.0345,0.0205,0.025,5,175,101,9.0,16.0,1
692,F,0.43,0.325,0.115,0.3865,0.1475,0.1065,0.11,11,184,108,8.363636363636363,6.950413223140497,1
693,M,0.38,0.29,0.12,0.283,0.1175,0.0655,0.085,9,207,125,8.421052631578947,0.33518005540166257,1
696,I,0.155,0.105,0.05,0.0175,0.005,0.0035,0.005,4,175,101,9.0,25.0,1
699,F,0.395,0.315,0.105,0.3515,0.1185,0.091,0.1195,16,184,108,8.363636363636363,58.31404958677687,1
705,M,0.415,0.325,0.14,0.417,0.1535,0.1015,0.144,10,207,125,8.421052631578947,2.493074792243769,1
707,F,0.345,0.26,0.09,0.207,0.0775,0.0435,0.0765,10,184,108,8.363636363636363,2.677685950413224,1
708,M,0.36,0.295,0.13,0.2765,0.0895,0.057,0.1005,10,207,125,8.421052631578947,2.493074792243769,1
709,I,0.295,0.225,0.09,0.1105,0.0405,0.0245,0.032,7,175,101,9.0,4.0,1
710,I,0.325,0.25,0.08,0.176,0.0595,0.0355,0.063,7,175,101,9.0,4.0,1
711,M,0.375,0.3,0.1,0.2465,0.104,0.0475,0.083,11,207,125,8.421052631578947,6.650969529085875,1
712,I,0.28,0.205,0.055,0.1135,0.045,0.0275,0.0335,7,175,101,9.0,4.0,1
717,I,0.25,0.19,0.06,0.0765,0.036,0.0115,0.0245,6,175,101,9.0,9.0,1
718,I,0.18,0.125,0.035,0.0265,0.0095,0.0055,0.0085,4,175,101,9.0,25.0,1
720,I,0.16,0.11,0.025,0.018,0.0065,0.0055,0.005,3,175,101,9.0,36.0,1
722,M,0.555,0.44,0.15,1.092,0.416,0.212,0.4405,15,218,133,11.56993006993007,11.765379725169934,1
725,F,0.49,0.36,0.11,0.5005,0.161,0.107,0.195,17,184,108,8.363636363636363,74.58677685950414,1
733,M,0.505,0.38,0.13,0.656,0.227,0.1785,0.22,13,207,125,8.421052631578947,20.966759002770086,1
734,M,0.525,0.425,0.12,0.8665,0.2825,0.176,0.29,18,218,133,11.56993006993007,41.345799305589516,1
736,M,0.52,0.385,0.115,0.669,0.2385,0.172,0.205,12,207,125,8.421052631578947,12.808864265927982,1
737,F,0.52,0.405,0.125,0.6435,0.2415,0.1735,0.21,12,184,108,8.363636363636363,13.22314049586777,1
740,M,0.53,0.44,0.205,0.835,0.32,0.2175,0.245,14,218,133,11.56993006993007,5.905239865030074,1
741,F,0.36,0.265,0.09,0.2065,0.078,0.057,0.06,8,184,108,8.363636363636363,0.13223140495867744,1
742,F,0.535,0.42,0.15,0.7365,0.2785,0.186,0.215,14,184,108,8.363636363636363,31.768595041322317,1
743,F,0.52,0.405,0.14,0.8175,0.2795,0.183,0.26,17,215,130,11.673015873015872,28.37675988914085,1
745,F,0.53,0.42,0.13,1.001,0.34,0.226,0.265,17,215,130,11.673015873015872,28.37675988914085,1
749,M,0.695,0.515,0.175,1.5165,0.578,0.4105,0.39,15,218,133,11.56993006993007,11.765379725169934,1
750,F,0.51,0.39,0.105,0.612,0.187,0.15,0.195,13,184,108,8.363636363636363,21.495867768595044,1
753,F,0.58,0.455,0.165,1.1365,0.369,0.3005,0.275,13,215,130,11.673015873015872,1.7608868732678273,1
756,M,0.615,0.525,0.155,1.1375,0.367,0.236,0.37,20,218,133,11.56993006993007,71.06607902586923,1
759,M,0.57,0.43,0.12,1.0615,0.348,0.167,0.31,15,218,133,11.56993006993007,11.765379725169934,1
761,F,0.55,0.44,0.155,0.946,0.313,0.1825,0.335,16,215,130,11.673015873015872,18.722791635172594,1
765,M,0.545,0.45,0.15,0.978,0.3365,0.1905,0.3,11,218,133,11.56993006993007,0.3248202846104945,1
766,F,0.59,0.445,0.13,1.1325,0.3825,0.234,0.32,13,215,130,11.673015873015872,1.7608868732678273,1
767,M,0.345,0.27,0.095,0.197,0.0665,0.05,0.07,9,207,125,8.421052631578947,0.33518005540166257,1
768,F,0.55,0.43,0.155,0.785,0.289,0.227,0.233,11,184,108,8.363636363636363,6.950413223140497,1
771,I,0.485,0.375,0.14,0.521,0.2,0.123,0.17,8,175,101,9.0,1.0,1
772,M,0.385,0.275,0.115,0.2685,0.0975,0.0825,0.085,8,207,125,8.421052631578947,0.1772853185595564,1
773,M,0.455,0.34,0.135,0.462,0.1675,0.158,0.12,9,207,125,8.421052631578947,0.33518005540166257,1
774,M,0.49,0.38,0.14,0.7605,0.245,0.167,0.185,10,207,125,8.421052631578947,2.493074792243769,1
776,M,0.505,0.385,0.145,0.6775,0.236,0.179,0.2,15,207,125,8.421052631578947,43.2825484764543,1
777,M,0.49,0.38,0.14,0.6385,0.2305,0.142,0.195,13,207,125,8.421052631578947,20.966759002770086,1
785,M,0.55,0.415,0.175,1.042,0.3295,0.2325,0.2905,15,218,133,11.56993006993007,11.765379725169934,1
786,F,0.515,0.39,0.13,0.5755,0.1975,0.13,0.1845,9,184,108,8.363636363636363,0.40495867768595084,1
789,F,0.6,0.465,0.165,0.8875,0.309,0.246,0.262,12,215,130,11.673015873015872,0.10691861929957208,1
790,F,0.57,0.465,0.16,0.8935,0.3145,0.2575,0.263,10,215,130,11.673015873015872,2.7989821113630615,1
793,M,0.575,0.45,0.165,0.9215,0.3275,0.225,0.256,12,218,133,11.56993006993007,0.18496014475035447,1
794,M,0.58,0.465,0.16,1.0345,0.315,0.26,0.3635,12,218,133,11.56993006993007,0.18496014475035447,1
795,M,0.515,0.405,0.145,0.695,0.215,0.1635,0.234,15,207,125,8.421052631578947,43.2825484764543,1
796,M,0.53,0.41,0.155,0.7155,0.2805,0.1685,0.214,11,207,125,8.421052631578947,6.650969529085875,1
797,M,0.44,0.335,0.11,0.394,0.157,0.096,0.122,9,207,125,8.421052631578947,0.33518005540166257,1
799,F,0.425,0.345,0.11,0.3665,0.125,0.081,0.117,11,184,108,8.363636363636363,6.950413223140497,1
802,M,0.425,0.33,0.13,0.4405,0.152,0.0935,0.155,9,207,125,8.421052631578947,0.33518005540166257,1
804,M,0.515,0.38,0.135,0.6615,0.2875,0.2095,0.155,10,207,125,8.421052631578947,2.493074792243769,1
811,F,0.49,0.365,0.13,0.6835,0.165,0.1315,0.205,21,184,108,8.363636363636363,159.67768595041323,1
812,I,0.235,0.175,0.055,0.067,0.027,0.0125,0.018,6,175,101,9.0,9.0,1
813,I,0.255,0.185,0.06,0.088,0.0365,0.021,0.023,5,175,101,9.0,16.0,1
814,I,0.315,0.24,0.085,0.1715,0.071,0.0345,0.0535,7,175,101,9.0,4.0,1
817,I,0.35,0.27,0.09,0.2055,0.075,0.0575,0.062,6,175,101,9.0,9.0,1
819,I,0.36,0.3,0.085,0.27,0.1185,0.064,0.0745,7,175,101,9.0,4.0,1
820,I,0.365,0.275,0.135,0.24,0.108,0.0445,0.0735,7,175,101,9.0,4.0,1
826,I,0.395,0.29,0.095,0.304,0.127,0.084,0.077,6,175,101,9.0,9.0,1
827,I,0.4,0.31,0.1,0.306,0.13,0.06,0.094,6,175,101,9.0,9.0,1
829,I,0.415,0.32,0.11,0.3735,0.175,0.0755,0.109,7,175,101,9.0,4.0,1
830,M,0.415,0.305,0.1,0.325,0.156,0.0505,0.091,6,207,125,8.421052631578947,5.861495844875344,1
834,I,0.445,0.325,0.1,0.378,0.1795,0.1,0.089,7,175,101,9.0,4.0,1
835,I,0.45,0.35,0.13,0.547,0.245,0.1405,0.1405,8,175,101,9.0,1.0,1
840,M,0.49,0.385,0.125,0.609,0.3065,0.096,0.1775,8,207,125,8.421052631578947,0.1772853185595564,1
841,F,0.495,0.41,0.125,0.7555,0.3355,0.129,0.214,9,184,108,8.363636363636363,0.40495867768595084,1
845,M,0.54,0.405,0.125,0.891,0.4815,0.1915,0.202,9,207,125,8.421052631578947,0.33518005540166257,1
850,F,0.55,0.45,0.15,0.875,0.362,0.1755,0.2765,10,215,130,11.673015873015872,2.7989821113630615,1
853,M,0.57,0.455,0.15,0.952,0.3895,0.2155,0.2745,9,218,133,11.56993006993007,6.604540564330774,1
855,F,0.575,0.465,0.14,0.958,0.442,0.1815,0.2705,9,215,130,11.673015873015872,7.145013857394806,1
856,M,0.59,0.475,0.165,1.077,0.4545,0.244,0.3095,9,218,133,11.56993006993007,6.604540564330774,1
857,M,0.59,0.46,0.13,1.102,0.455,0.2055,0.33,12,218,133,11.56993006993007,0.18496014475035447,1
860,F,0.595,0.475,0.16,1.1405,0.547,0.231,0.271,6,215,130,11.673015873015872,32.18310909549004,1
861,F,0.595,0.465,0.14,1.113,0.5175,0.244,0.305,12,215,130,11.673015873015872,0.10691861929957208,1
863,F,0.6,0.475,0.155,1.21,0.653,0.1695,0.3205,10,215,130,11.673015873015872,2.7989821113630615,1
864,M,0.6,0.495,0.175,1.29,0.606,0.276,0.3445,11,218,133,11.56993006993007,0.3248202846104945,1
867,F,0.615,0.5,0.175,1.377,0.5585,0.33,0.292,12,215,130,11.673015873015872,0.10691861929957208,1
872,M,0.62,0.5,0.165,1.307,0.6355,0.2545,0.315,9,218,133,11.56993006993007,6.604540564330774,1
873,F,0.625,0.49,0.155,1.2085,0.465,0.162,0.411,11,215,130,11.673015873015872,0.4529503653313169,1
877,F,0.635,0.5,0.15,1.376,0.6495,0.361,0.31,10,215,130,11.673015873015872,2.7989821113630615,1
879,F,0.64,0.51,0.165,1.486,0.7595,0.332,0.321,8,215,130,11.673015873015872,13.491045603426551,1
880,M,0.65,0.525,0.175,1.4715,0.675,0.315,0.399,11,218,133,11.56993006993007,0.3248202846104945,1
881,M,0.655,0.52,0.165,1.4095,0.586,0.291,0.405,9,218,133,11.56993006993007,6.604540564330774,1
885,F,0.67,0.585,0.16,1.309,0.5445,0.2945,0.413,10,215,130,11.673015873015872,2.7989821113630615,1
886,F,0.675,0.525,0.17,1.8095,0.784,0.391,0.455,12,215,130,11.673015873015872,0.10691861929957208,1
889,F,0.685,0.54,0.16,1.6675,0.833,0.3775,0.475,11,215,130,11.673015873015872,0.4529503653313169,1
891,M,0.73,0.595,0.23,2.8255,1.1465,0.419,0.897,17,218,133,11.56993006993007,29.485659445449656,1
895,I,0.255,0.19,0.05,0.083,0.0295,0.0215,0.027,6,175,101,9.0,9.0,1
897,I,0.265,0.195,0.06,0.092,0.0345,0.025,0.0245,6,175,101,9.0,9.0,1
900,I,0.3,0.235,0.08,0.131,0.05,0.0265,0.043,4,175,101,9.0,25.0,1
903,I,0.315,0.235,0.075,0.1485,0.0585,0.0375,0.0425,6,175,101,9.0,9.0,1
904,I,0.315,0.23,0.07,0.144,0.053,0.0305,0.04,8,175,101,9.0,1.0,1
905,I,0.32,0.24,0.09,0.1575,0.07,0.0265,0.0425,5,175,101,9.0,16.0,1
909,I,0.335,0.25,0.075,0.186,0.0945,0.038,0.0445,7,175,101,9.0,4.0,1
910,I,0.34,0.25,0.075,0.1785,0.0665,0.0455,0.045,5,175,101,9.0,16.0,1
912,I,0.345,0.265,0.1,0.2455,0.111,0.0535,0.065,7,175,101,9.0,4.0,1
913,I,0.37,0.29,0.095,0.249,0.1045,0.058,0.067,6,175,101,9.0,9.0,1
914,I,0.37,0.28,0.095,0.2865,0.1505,0.069,0.0795,7,175,101,9.0,4.0,1
916,I,0.385,0.265,0.08,0.251,0.124,0.037,0.07,6,175,101,9.0,9.0,1
919,I,0.41,0.31,0.09,0.3335,0.1635,0.061,0.091,6,175,101,9.0,9.0,1
921,I,0.42,0.32,0.115,0.376,0.169,0.092,0.1,5,175,101,9.0,16.0,1
922,I,0.42,0.315,0.1,0.3435,0.157,0.0795,0.09,6,175,101,9.0,9.0,1
924,I,0.425,0.315,0.1,0.377,0.1645,0.072,0.105,6,175,101,9.0,9.0,1
925,I,0.43,0.325,0.1,0.3645,0.1575,0.0825,0.105,7,175,101,9.0,4.0,1
927,I,0.435,0.325,0.12,0.3995,0.1815,0.061,0.1125,8,175,101,9.0,1.0,1
930,I,0.44,0.325,0.09,0.35,0.148,0.067,0.105,7,175,101,9.0,4.0,1
933,I,0.45,0.36,0.13,0.478,0.191,0.127,0.137,7,175,101,9.0,4.0,1
935,I,0.45,0.345,0.11,0.47,0.2355,0.0855,0.1135,7,175,101,9.0,4.0,1
938,I,0.455,0.375,0.12,0.497,0.2355,0.1055,0.1295,6,175,101,9.0,9.0,1
940,I,0.46,0.345,0.105,0.449,0.196,0.0945,0.1265,7,175,101,9.0,4.0,1
941,I,0.465,0.365,0.115,0.467,0.2315,0.0925,0.113,7,175,101,9.0,4.0,1
944,F,0.465,0.35,0.125,0.482,0.23,0.106,0.1095,6,184,108,8.363636363636363,5.5867768595041305,1
945,M,0.47,0.365,0.12,0.612,0.327,0.15,0.14,8,207,125,8.421052631578947,0.1772853185595564,1
947,M,0.475,0.37,0.125,0.537,0.222,0.1215,0.15,9,207,125,8.421052631578947,0.33518005540166257,1
948,F,0.475,0.36,0.12,0.5915,0.3245,0.11,0.127,6,184,108,8.363636363636363,5.5867768595041305,1
949,M,0.48,0.375,0.115,0.6765,0.3205,0.1065,0.17,6,207,125,8.421052631578947,5.861495844875344,1
951,M,0.48,0.36,0.1,0.439,0.194,0.099,0.115,8,207,125,8.421052631578947,0.1772853185595564,1
955,M,0.495,0.395,0.135,0.6335,0.3035,0.1295,0.1495,8,207,125,8.421052631578947,0.1772853185595564,1
956,M,0.495,0.4,0.135,0.61,0.272,0.1435,0.144,7,207,125,8.421052631578947,2.0193905817174502,1
957,M,0.5,0.39,0.135,0.6595,0.3145,0.1535,0.1565,6,207,125,8.421052631578947,5.861495844875344,1
958,I,0.5,0.385,0.12,0.56,0.2835,0.103,0.135,8,175,101,9.0,1.0,1
960,M,0.5,0.4,0.125,0.6725,0.336,0.12,0.1825,7,207,125,8.421052631578947,2.0193905817174502,1
961,F,0.505,0.39,0.13,0.674,0.3165,0.141,0.1785,9,184,108,8.363636363636363,0.40495867768595084,1
962,I,0.505,0.39,0.15,0.685,0.362,0.131,0.156,8,175,101,9.0,1.0,1
971,M,0.515,0.39,0.155,0.7125,0.3695,0.137,0.155,7,207,125,8.421052631578947,2.0193905817174502,1
972,F,0.525,0.415,0.14,0.724,0.3475,0.173,0.175,8,184,108,8.363636363636363,0.13223140495867744,1
973,M,0.525,0.4,0.14,0.7325,0.334,0.1575,0.17,11,207,125,8.421052631578947,6.650969529085875,1
975,F,0.53,0.425,0.15,0.8495,0.328,0.232,0.202,8,184,108,8.363636363636363,0.13223140495867744,1
976,M,0.53,0.405,0.125,0.6515,0.2715,0.1605,0.186,7,207,125,8.421052631578947,2.0193905817174502,1
979,M,0.535,0.435,0.14,0.874,0.3735,0.229,0.2195,8,207,125,8.421052631578947,0.1772853185595564,1
981,F,0.55,0.43,0.14,0.8105,0.368,0.161,0.275,9,215,130,11.673015873015872,7.145013857394806,1
983,F,0.565,0.4,0.13,0.6975,0.3075,0.1665,0.18,8,184,108,8.363636363636363,0.13223140495867744,1
984,M,0.57,0.45,0.155,1.195,0.5625,0.2565,0.295,10,218,133,11.56993006993007,2.4646804244706346,1
985,M,0.57,0.45,0.155,1.1935,0.513,0.21,0.343,10,218,133,11.56993006993007,2.4646804244706346,1
988,M,0.57,0.46,0.17,0.9035,0.4075,0.1935,0.214,7,207,125,8.421052631578947,2.0193905817174502,1
990,F,0.575,0.46,0.16,1.103,0.538,0.221,0.249,9,215,130,11.673015873015872,7.145013857394806,1
993,M,0.58,0.455,0.15,1.012,0.4985,0.2115,0.2835,10,218,133,11.56993006993007,2.4646804244706346,1
994,F,0.58,0.45,0.145,1.137,0.5585,0.22,0.29,8,215,130,11.673015873015872,13.491045603426551,1
1007,M,0.61,0.47,0.15,1.1625,0.565,0.258,0.3085,11,218,133,11.56993006993007,0.3248202846104945,1
1010,F,0.62,0.51,0.18,1.3315,0.594,0.276,0.388,11,215,130,11.673015873015872,0.4529503653313169,1
1012,M,0.625,0.49,0.175,1.3325,0.5705,0.271,0.405,10,218,133,11.56993006993007,2.4646804244706346,1
1014,F,0.625,0.5,0.165,1.288,0.573,0.3035,0.315,9,215,130,11.673015873015872,7.145013857394806,1
1017,F,0.63,0.495,0.165,1.3075,0.599,0.284,0.315,11,215,130,11.673015873015872,0.4529503653313169,1
1018,M,0.63,0.48,0.15,1.1785,0.5185,0.248,0.3235,8,218,133,11.56993006993007,12.744400704190914,1
1020,M,0.635,0.525,0.185,1.4065,0.684,0.3,0.3745,10,218,133,11.56993006993007,2.4646804244706346,1
1023,F,0.64,0.5,0.175,1.394,0.4935,0.291,0.4,10,215,130,11.673015873015872,2.7989821113630615,1
1024,F,0.645,0.5,0.155,1.2205,0.6145,0.236,0.3185,10,215,130,11.673015873015872,2.7989821113630615,1
1025,M,0.645,0.52,0.175,1.636,0.779,0.342,0.432,11,218,133,11.56993006993007,0.3248202846104945,1
1027,F,0.645,0.505,0.165,1.4325,0.684,0.308,0.336,8,215,130,11.673015873015872,13.491045603426551,1
1028,M,0.645,0.5,0.175,1.3385,0.633,0.299,0.349,11,218,133,11.56993006993007,0.3248202846104945,1
1029,F,0.645,0.5,0.16,1.2465,0.5475,0.327,0.3,10,215,130,11.673015873015872,2.7989821113630615,1
1031,M,0.65,0.495,0.16,1.304,0.57,0.312,0.3725,9,218,133,11.56993006993007,6.604540564330774,1
1037,M,0.66,0.535,0.19,1.5905,0.6425,0.297,0.5175,9,218,133,11.56993006993007,6.604540564330774,1
1041,F,0.675,0.57,0.225,1.587,0.739,0.2995,0.435,10,215,130,11.673015873015872,2.7989821113630615,1
1042,F,0.675,0.565,0.195,1.8375,0.7645,0.3615,0.553,12,215,130,11.673015873015872,0.10691861929957208,1
1043,M,0.68,0.535,0.185,1.607,0.7245,0.3215,0.498,12,218,133,11.56993006993007,0.18496014475035447,1
1045,M,0.69,0.505,0.2,1.872,0.893,0.4015,0.48,10,218,133,11.56993006993007,2.4646804244706346,1
1046,F,0.695,0.535,0.175,1.8385,0.8035,0.396,0.503,10,215,130,11.673015873015872,2.7989821113630615,1
1049,M,0.715,0.565,0.175,1.9525,0.7645,0.4185,0.4135,10,218,133,11.56993006993007,2.4646804244706346,1
1050,F,0.715,0.525,0.185,1.56,0.6655,0.383,0.405,11,215,130,11.673015873015872,0.4529503653313169,1
1054,I,0.195,0.15,0.045,0.0375,0.018,0.006,0.011,3,175,101,9.0,36.0,1
1056,I,0.2,0.155,0.04,0.0435,0.0155,0.009,0.007,4,175,101,9.0,25.0,1
1060,I,0.265,0.195,0.055,0.084,0.0365,0.0175,0.025,7,175,101,9.0,4.0,1
1061,I,0.275,0.195,0.065,0.106,0.054,0.02,0.028,6,175,101,9.0,9.0,1
1065,I,0.315,0.235,0.055,0.151,0.065,0.027,0.039,6,175,101,9.0,9.0,1
1070,I,0.375,0.275,0.1,0.2325,0.1165,0.042,0.065,6,175,101,9.0,9.0,1
1074,I,0.41,0.3,0.1,0.282,0.1255,0.057,0.0875,7,175,101,9.0,4.0,1
1076,I,0.42,0.3,0.105,0.316,0.1255,0.07,0.1035,7,175,101,9.0,4.0,1
1078,I,0.42,0.31,0.095,0.279,0.1255,0.051,0.088,6,175,101,9.0,9.0,1
1087,I,0.45,0.365,0.125,0.462,0.2135,0.0985,0.1315,8,175,101,9.0,1.0,1
1090,I,0.45,0.33,0.1,0.411,0.1945,0.1,0.098,6,175,101,9.0,9.0,1
1091,I,0.45,0.33,0.11,0.3685,0.16,0.0885,0.102,6,175,101,9.0,9.0,1
1094,I,0.47,0.38,0.125,0.4845,0.211,0.1075,0.142,6,175,101,9.0,9.0,1
1095,I,0.475,0.35,0.11,0.4565,0.206,0.099,0.13,6,175,101,9.0,9.0,1
1096,I,0.475,0.35,0.1,0.4545,0.2165,0.111,0.115,7,175,101,9.0,4.0,1
1097,I,0.48,0.38,0.125,0.6245,0.3395,0.1085,0.1665,8,175,101,9.0,1.0,1
1098,M,0.49,0.465,0.125,0.5225,0.235,0.13,0.141,7,207,125,8.421052631578947,2.0193905817174502,1
1099,I,0.5,0.375,0.14,0.5495,0.248,0.112,0.1585,7,175,101,9.0,4.0,1
1103,F,0.505,0.39,0.125,0.5445,0.246,0.15,0.1405,7,184,108,8.363636363636363,1.859504132231404,1
1105,F,0.51,0.4,0.125,0.545,0.261,0.115,0.1385,6,184,108,8.363636363636363,5.5867768595041305,1
1108,I,0.515,0.385,0.125,0.6115,0.3175,0.1265,0.15,8,175,101,9.0,1.0,1
1109,M,0.52,0.4,0.145,0.7765,0.3525,0.1845,0.185,9,207,125,8.421052631578947,0.33518005540166257,1
1110,I,0.52,0.38,0.135,0.5395,0.2295,0.133,0.157,8,175,101,9.0,1.0,1
1117,I,0.53,0.4,0.125,0.617,0.279,0.127,0.19,8,175,101,9.0,1.0,1
1118,I,0.535,0.39,0.125,0.599,0.2595,0.149,0.169,9,175,101,9.0,0.0,1
1119,I,0.54,0.42,0.14,0.6665,0.3125,0.138,0.1895,10,175,101,9.0,1.0,1
1120,M,0.545,0.39,0.135,0.7835,0.4225,0.1815,0.156,7,207,125,8.421052631578947,2.0193905817174502,1
1121,M,0.545,0.41,0.12,0.793,0.434,0.1405,0.19,9,207,125,8.421052631578947,0.33518005540166257,1
1122,M,0.545,0.415,0.14,0.82,0.4615,0.127,0.218,9,207,125,8.421052631578947,0.33518005540166257,1
1123,F,0.55,0.415,0.135,0.8145,0.427,0.1855,0.175,8,184,108,8.363636363636363,0.13223140495867744,1
1132,F,0.565,0.45,0.175,1.0095,0.447,0.2375,0.2645,9,215,130,11.673015873015872,7.145013857394806,1
1133,M,0.57,0.46,0.15,1.0375,0.5415,0.2035,0.25,9,218,133,11.56993006993007,6.604540564330774,1
1134,F,0.57,0.445,0.145,0.8775,0.412,0.217,0.22,8,184,108,8.363636363636363,0.13223140495867744,1
1136,F,0.575,0.46,0.145,0.9945,0.466,0.229,0.265,7,215,130,11.673015873015872,21.837077349458298,1
1137,F,0.575,0.45,0.16,1.068,0.556,0.214,0.2575,10,215,130,11.673015873015872,2.7989821113630615,1
1139,F,0.575,0.47,0.165,0.869,0.435,0.197,0.238,9,184,108,8.363636363636363,0.40495867768595084,1
1140,M,0.575,0.455,0.135,0.907,0.4245,0.197,0.26,9,218,133,11.56993006993007,6.604540564330774,1
1142,M,0.575,0.445,0.17,1.0225,0.549,0.2175,0.228,9,207,125,8.421052631578947,0.33518005540166257,1
1143,M,0.575,0.445,0.145,0.847,0.415,0.1945,0.22,9,207,125,8.421052631578947,0.33518005540166257,1
1144,M,0.58,0.455,0.15,1.114,0.4765,0.2155,0.265,8,218,133,11.56993006993007,12.744400704190914,1
1145,M,0.58,0.455,0.195,1.859,0.945,0.426,0.441,9,218,133,11.56993006993007,6.604540564330774,1
1152,M,0.59,0.47,0.15,0.9955,0.481,0.232,0.24,8,207,125,8.421052631578947,0.1772853185595564,1
1155,F,0.6,0.465,0.15,1.1025,0.5455,0.262,0.25,8,215,130,11.673015873015872,13.491045603426551,1
1156,M,0.6,0.465,0.155,1.0165,0.512,0.2465,0.225,10,207,125,8.421052631578947,2.493074792243769,1
1164,M,0.615,0.46,0.17,1.0565,0.4815,0.272,0.27,10,218,133,11.56993006993007,2.4646804244706346,1
1167,M,0.62,0.47,0.135,1.0195,0.5315,0.2005,0.2475,8,218,133,11.56993006993007,12.744400704190914,1
1171,M,0.625,0.48,0.185,1.2065,0.587,0.29,0.286,8,218,133,11.56993006993007,12.744400704190914,1
1178,F,0.65,0.5,0.19,1.464,0.6415,0.339,0.4245,9,215,130,11.673015873015872,7.145013857394806,1
1182,F,0.66,0.53,0.185,1.346,0.546,0.2705,0.476,11,215,130,11.673015873015872,0.4529503653313169,1
1183,M,0.665,0.525,0.16,1.363,0.629,0.279,0.34,8,218,133,11.56993006993007,12.744400704190914,1
1184,I,0.665,0.5,0.17,1.2975,0.6035,0.291,0.3595,9,213,128,12.407407407407408,11.610425240054877,1
1189,M,0.69,0.53,0.21,1.583,0.7355,0.405,0.3865,12,218,133,11.56993006993007,0.18496014475035447,1
1190,F,0.69,0.53,0.17,1.5535,0.7945,0.3485,0.3695,9,215,130,11.673015873015872,7.145013857394806,1
1196,F,0.71,0.56,0.18,1.652,0.735,0.381,0.4525,11,215,130,11.673015873015872,0.4529503653313169,1
1203,F,0.73,0.575,0.185,1.8795,0.931,0.38,0.4825,12,215,130,11.673015873015872,0.10691861929957208,1
1204,M,0.735,0.585,0.185,2.124,0.952,0.55,0.5,11,218,133,11.56993006993007,0.3248202846104945,1
1205,M,0.745,0.565,0.215,1.931,0.896,0.4585,0.5,11,218,133,11.56993006993007,0.3248202846104945,1
1208,M,0.755,0.58,0.205,2.0065,0.8295,0.4015,0.595,10,218,133,11.56993006993007,2.4646804244706346,1
1210,I,0.185,0.375,0.12,0.4645,0.196,0.1045,0.15,6,175,101,9.0,9.0,1
1211,I,0.245,0.205,0.06,0.0765,0.034,0.014,0.0215,4,175,101,9.0,25.0,1
1212,I,0.25,0.185,0.065,0.0685,0.0295,0.014,0.0225,5,175,101,9.0,16.0,1
1214,I,0.275,0.195,0.09,0.1125,0.0545,0.0295,0.0355,6,175,101,9.0,9.0,1
1217,I,0.315,0.23,0.08,0.1375,0.0545,0.031,0.0445,5,175,101,9.0,16.0,1
1218,I,0.315,0.23,0.07,0.1145,0.046,0.0235,0.0385,5,175,101,9.0,16.0,1
1222,I,0.335,0.245,0.09,0.2015,0.096,0.0405,0.048,7,175,101,9.0,4.0,1
1223,I,0.34,0.25,0.09,0.179,0.0775,0.033,0.055,6,175,101,9.0,9.0,1
1224,I,0.345,0.255,0.095,0.1945,0.0925,0.037,0.055,6,175,101,9.0,9.0,1
1225,I,0.345,0.255,0.085,0.2005,0.105,0.037,0.05,5,175,101,9.0,16.0,1
1226,I,0.35,0.27,0.075,0.215,0.1,0.036,0.065,6,175,101,9.0,9.0,1
1228,I,0.36,0.27,0.085,0.196,0.0875,0.035,0.064,4,175,101,9.0,25.0,1
1229,I,0.365,0.27,0.085,0.1875,0.081,0.042,0.058,6,175,101,9.0,9.0,1
1231,I,0.365,0.265,0.085,0.213,0.0945,0.049,0.06,7,175,101,9.0,4.0,1
1240,I,0.38,0.275,0.11,0.256,0.11,0.0535,0.0755,6,175,101,9.0,9.0,1
1242,I,0.385,0.29,0.09,0.2615,0.111,0.0595,0.0745,9,175,101,9.0,0.0,1
1244,I,0.385,0.3,0.095,0.302,0.152,0.0615,0.0735,7,175,101,9.0,4.0,1
1245,I,0.385,0.28,0.09,0.228,0.1025,0.042,0.0655,5,175,101,9.0,16.0,1
1246,I,0.39,0.3,0.095,0.3265,0.1665,0.0575,0.089,7,175,101,9.0,4.0,1
1247,I,0.395,0.305,0.105,0.284,0.1135,0.0595,0.0945,8,175,101,9.0,1.0,1
1252,I,0.41,0.335,0.11,0.33,0.157,0.0705,0.17,7,175,101,9.0,4.0,1
1255,I,0.425,0.32,0.1,0.3055,0.126,0.06,0.106,7,175,101,9.0,4.0,1
1257,I,0.43,0.34,0.0,0.428,0.2065,0.086,0.115,8,175,101,9.0,1.0,1
