,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class,leafDecisionNode,leafParentNode,classPrediction,success,treeID
657,F,0.615,0.515,0.17,1.14,0.4305,0.2245,0.42,16,55,24,13.88888888888889,4.456790123456789,1
660,I,0.65,0.525,0.18,1.626,0.597,0.3445,0.53,18,171,96,11.0,49.0,1
662,F,0.415,0.34,0.13,0.3675,0.146,0.0885,0.12,10,216,133,13.333333333333334,11.111111111111114,1
665,F,0.395,0.295,0.095,0.2245,0.078,0.054,0.08,10,214,132,15.0,25.0,1
669,F,0.45,0.35,0.145,0.5425,0.1765,0.123,0.175,13,134,72,15.0,4.0,1
670,M,0.475,0.385,0.145,0.6175,0.235,0.108,0.215,14,243,156,9.833333333333334,17.361111111111107,1
673,M,0.49,0.39,0.15,0.573,0.225,0.124,0.17,21,243,156,9.833333333333334,124.69444444444443,1
674,F,0.49,0.385,0.15,0.7865,0.241,0.14,0.24,23,27,11,16.0,49.0,1
681,M,0.485,0.37,0.14,0.5725,0.204,0.1415,0.175,10,241,153,13.5,12.25,1
682,F,0.435,0.325,0.115,0.3915,0.154,0.094,0.12,7,71,32,8.0,1.0,1
685,M,0.565,0.44,0.185,0.909,0.344,0.2325,0.255,15,113,57,10.0,25.0,1
686,F,0.535,0.4,0.15,0.8045,0.3345,0.2125,0.21,13,138,74,10.0,9.0,1
688,M,0.525,0.4,0.17,0.7305,0.279,0.2055,0.195,11,154,84,16.0,25.0,1
689,M,0.59,0.44,0.15,0.9555,0.366,0.2425,0.295,11,111,56,16.0,25.0,1
698,F,0.43,0.335,0.12,0.444,0.155,0.1145,0.14,13,216,133,13.333333333333334,0.11111111111111151,1
700,M,0.385,0.285,0.105,0.2905,0.1215,0.0685,0.0875,12,81,37,10.0,4.0,1
703,M,0.395,0.295,0.115,0.316,0.1205,0.0595,0.1105,12,230,145,9.5,6.25,1
704,M,0.4,0.3,0.125,0.417,0.191,0.09,0.1175,9,242,155,12.076923076923077,9.467455621301774,1
706,M,0.315,0.25,0.09,0.203,0.0615,0.037,0.0795,11,233,148,8.0,9.0,1
711,M,0.375,0.3,0.1,0.2465,0.104,0.0475,0.083,11,230,145,9.5,2.25,1
713,M,0.355,0.265,0.085,0.201,0.069,0.053,0.0695,8,81,37,10.0,4.0,1
716,I,0.29,0.205,0.07,0.0975,0.036,0.019,0.035,8,198,120,8.5,0.25,1
717,I,0.25,0.19,0.06,0.0765,0.036,0.0115,0.0245,6,196,118,6.0,0.0,1
718,I,0.18,0.125,0.035,0.0265,0.0095,0.0055,0.0085,4,197,118,7.050632911392405,9.306361160070503,1
719,I,0.15,0.1,0.025,0.015,0.0045,0.004,0.005,2,197,118,7.050632911392405,25.508892805640123,1
722,M,0.555,0.44,0.15,1.092,0.416,0.212,0.4405,15,110,56,14.0,1.0,1
729,F,0.52,0.4,0.12,0.6515,0.261,0.2015,0.165,15,223,140,8.0,49.0,1
736,M,0.52,0.385,0.115,0.669,0.2385,0.172,0.205,12,227,143,9.5,6.25,1
739,M,0.445,0.345,0.09,0.3795,0.143,0.074,0.125,10,146,79,9.0,1.0,1
741,F,0.36,0.265,0.09,0.2065,0.078,0.057,0.06,8,212,131,9.333333333333334,1.7777777777777795,1
747,M,0.52,0.385,0.14,0.6595,0.2485,0.2035,0.16,9,241,153,13.5,20.25,1
748,M,0.535,0.42,0.13,0.8055,0.301,0.181,0.28,14,191,112,14.333333333333334,0.11111111111111151,1
750,F,0.51,0.39,0.105,0.612,0.187,0.15,0.195,13,71,32,8.0,25.0,1
751,M,0.485,0.355,0.12,0.547,0.215,0.1615,0.14,10,241,153,13.5,12.25,1
754,M,0.65,0.515,0.175,1.4805,0.5295,0.272,0.525,20,55,24,13.88888888888889,37.34567901234568,1
755,M,0.62,0.505,0.185,1.5275,0.69,0.368,0.35,13,172,97,8.5,20.25,1
759,M,0.57,0.43,0.12,1.0615,0.348,0.167,0.31,15,111,56,16.0,1.0,1
761,F,0.55,0.44,0.155,0.946,0.313,0.1825,0.335,16,27,11,16.0,0.0,1
765,M,0.545,0.45,0.15,0.978,0.3365,0.1905,0.3,11,110,56,14.0,9.0,1
768,F,0.55,0.43,0.155,0.785,0.289,0.227,0.233,11,138,74,10.0,1.0,1
774,M,0.49,0.38,0.14,0.7605,0.245,0.167,0.185,10,241,153,13.5,12.25,1
778,M,0.465,0.35,0.14,0.5755,0.2015,0.1505,0.19,15,241,153,13.5,2.25,1
779,F,0.47,0.36,0.145,0.537,0.1725,0.1375,0.195,15,217,135,11.5,12.25,1
781,M,0.505,0.385,0.15,0.6415,0.246,0.152,0.215,12,241,153,13.5,2.25,1
783,I,0.385,0.28,0.125,0.244,0.102,0.038,0.085,6,204,125,10.176470588235292,17.442906574394442,1
789,F,0.6,0.465,0.165,0.8875,0.309,0.246,0.262,12,182,105,13.0,1.0,1
790,F,0.57,0.465,0.16,0.8935,0.3145,0.2575,0.263,10,182,105,13.0,9.0,1
792,M,0.47,0.37,0.18,0.51,0.1915,0.1285,0.1625,9,241,153,13.5,20.25,1
793,M,0.575,0.45,0.165,0.9215,0.3275,0.225,0.256,12,111,56,16.0,16.0,1
794,M,0.58,0.465,0.16,1.0345,0.315,0.26,0.3635,12,175,100,11.5,0.25,1
797,M,0.44,0.335,0.11,0.394,0.157,0.096,0.122,9,146,79,9.0,0.0,1
799,F,0.425,0.345,0.11,0.3665,0.125,0.081,0.117,11,213,132,9.6,1.960000000000001,1
800,M,0.46,0.34,0.135,0.495,0.1655,0.117,0.185,10,242,155,12.076923076923077,4.3136094674556205,1
809,F,0.52,0.41,0.115,0.807,0.2855,0.179,0.235,12,222,140,9.0,9.0,1
810,M,0.505,0.405,0.14,0.875,0.2665,0.174,0.285,12,191,112,14.333333333333334,5.444444444444447,1
812,I,0.235,0.175,0.055,0.067,0.027,0.0125,0.018,6,196,118,6.0,0.0,1
813,I,0.255,0.185,0.06,0.088,0.0365,0.021,0.023,5,119,62,8.0,9.0,1
816,I,0.335,0.25,0.08,0.183,0.0735,0.04,0.0575,6,198,120,8.5,6.25,1
817,I,0.35,0.27,0.09,0.2055,0.075,0.0575,0.062,6,124,65,8.0,4.0,1
819,I,0.36,0.3,0.085,0.27,0.1185,0.064,0.0745,7,199,121,9.142857142857142,4.591836734693875,1
823,I,0.385,0.29,0.095,0.312,0.143,0.0635,0.086,6,124,65,8.0,4.0,1
825,I,0.395,0.29,0.095,0.319,0.138,0.08,0.082,7,124,65,8.0,1.0,1
826,I,0.395,0.29,0.095,0.304,0.127,0.084,0.077,6,124,65,8.0,4.0,1
831,I,0.425,0.325,0.1,0.398,0.1185,0.0645,0.0945,6,199,121,9.142857142857142,9.877551020408161,1
833,I,0.445,0.335,0.1,0.4895,0.2745,0.086,0.1105,7,200,122,9.0,4.0,1
837,I,0.475,0.365,0.125,0.5465,0.229,0.1185,0.172,9,68,31,14.0,25.0,1
838,F,0.48,0.365,0.135,0.6395,0.2945,0.113,0.175,8,76,35,8.0,0.0,1
842,M,0.5,0.4,0.125,0.5975,0.27,0.1275,0.166,9,154,84,16.0,49.0,1
843,M,0.505,0.44,0.14,0.8275,0.3415,0.1855,0.239,8,191,112,14.333333333333334,40.11111111111112,1
845,M,0.54,0.405,0.125,0.891,0.4815,0.1915,0.202,9,150,82,8.0,1.0,1
847,F,0.545,0.44,0.135,0.9185,0.429,0.2015,0.2375,10,27,11,16.0,36.0,1
854,M,0.57,0.435,0.13,0.7535,0.349,0.1755,0.194,10,239,152,8.0,4.0,1
855,F,0.575,0.465,0.14,0.958,0.442,0.1815,0.2705,9,181,105,14.0,25.0,1
856,M,0.59,0.475,0.165,1.077,0.4545,0.244,0.3095,9,175,100,11.5,6.25,1
858,F,0.595,0.48,0.15,1.11,0.498,0.228,0.33,10,182,105,13.0,9.0,1
861,F,0.595,0.465,0.14,1.113,0.5175,0.244,0.305,12,182,105,13.0,1.0,1
864,M,0.6,0.495,0.175,1.29,0.606,0.276,0.3445,11,172,97,8.5,6.25,1
866,M,0.605,0.455,0.16,1.1035,0.421,0.3015,0.325,9,111,56,16.0,49.0,1
874,F,0.625,0.49,0.2,1.3825,0.5895,0.285,0.381,11,47,21,7.0,16.0,1
875,M,0.63,0.505,0.165,1.26,0.4525,0.2755,0.406,14,187,107,10.0,16.0,1
876,M,0.635,0.51,0.17,1.3555,0.619,0.305,0.39,9,173,99,12.5,12.25,1
878,F,0.635,0.485,0.165,1.2945,0.668,0.2605,0.2715,9,49,22,9.0,0.0,1
880,M,0.65,0.525,0.175,1.4715,0.675,0.315,0.399,11,92,43,8.5,6.25,1
882,M,0.655,0.58,0.205,2.0805,0.959,0.3415,0.601,17,92,43,8.5,72.25,1
883,M,0.66,0.53,0.17,1.3905,0.5905,0.212,0.453,15,92,43,8.5,42.25,1
892,I,0.205,0.14,0.05,0.046,0.0165,0.012,0.0135,6,197,118,7.050632911392405,1.1038295145008818,1
894,I,0.24,0.175,0.065,0.0665,0.031,0.0135,0.017,3,196,118,6.0,9.0,1
895,I,0.255,0.19,0.05,0.083,0.0295,0.0215,0.027,6,119,62,8.0,4.0,1
896,I,0.255,0.18,0.055,0.083,0.031,0.0215,0.02,4,119,62,8.0,16.0,1
901,I,0.3,0.23,0.095,0.1385,0.056,0.0365,0.037,6,198,120,8.5,6.25,1
906,I,0.325,0.24,0.075,0.187,0.0825,0.0445,0.05,6,198,120,8.5,6.25,1
907,I,0.33,0.265,0.085,0.196,0.0775,0.0305,0.0445,6,198,120,8.5,6.25,1
909,I,0.335,0.25,0.075,0.186,0.0945,0.038,0.0445,7,198,120,8.5,2.25,1
911,I,0.34,0.25,0.07,0.2225,0.104,0.0425,0.055,7,203,123,9.0,4.0,1
913,I,0.37,0.29,0.095,0.249,0.1045,0.058,0.067,6,124,65,8.0,4.0,1
914,I,0.37,0.28,0.095,0.2865,0.1505,0.069,0.0795,7,124,65,8.0,1.0,1
916,I,0.385,0.265,0.08,0.251,0.124,0.037,0.07,6,203,123,9.0,9.0,1
921,I,0.42,0.32,0.115,0.376,0.169,0.092,0.1,5,206,126,9.6,21.159999999999997,1
936,I,0.45,0.335,0.105,0.447,0.2335,0.153,0.119,7,68,31,14.0,49.0,1
938,I,0.455,0.375,0.12,0.497,0.2355,0.1055,0.1295,6,208,127,10.2,17.639999999999993,1
941,I,0.465,0.365,0.115,0.467,0.2315,0.0925,0.113,7,208,127,10.2,10.239999999999995,1
949,M,0.48,0.375,0.115,0.6765,0.3205,0.1065,0.17,6,229,144,9.0,9.0,1
950,M,0.48,0.385,0.145,0.64,0.2925,0.1405,0.1575,6,241,153,13.5,56.25,1
954,M,0.49,0.385,0.125,0.649,0.32,0.124,0.1695,8,238,151,7.0,1.0,1
955,M,0.495,0.395,0.135,0.6335,0.3035,0.1295,0.1495,8,154,84,16.0,64.0,1
964,I,0.505,0.355,0.125,0.601,0.25,0.1205,0.185,8,68,31,14.0,36.0,1
965,M,0.51,0.39,0.135,0.769,0.3935,0.1455,0.19,8,238,151,7.0,1.0,1
968,M,0.51,0.405,0.15,0.7035,0.347,0.134,0.1885,8,238,151,7.0,1.0,1
972,F,0.525,0.415,0.14,0.724,0.3475,0.173,0.175,8,223,140,8.0,0.0,1
973,M,0.525,0.4,0.14,0.7325,0.334,0.1575,0.17,11,240,152,10.0,1.0,1
979,M,0.535,0.435,0.14,0.874,0.3735,0.229,0.2195,8,150,82,8.0,0.0,1
981,F,0.55,0.43,0.14,0.8105,0.368,0.161,0.275,9,27,11,16.0,49.0,1
985,M,0.57,0.45,0.155,1.1935,0.513,0.21,0.343,10,111,56,16.0,36.0,1
987,M,0.57,0.445,0.14,1.0635,0.5265,0.2195,0.24,8,111,56,16.0,64.0,1
988,M,0.57,0.46,0.17,0.9035,0.4075,0.1935,0.214,7,150,82,8.0,1.0,1
991,F,0.58,0.46,0.15,1.1155,0.5575,0.2255,0.29,7,47,21,7.0,0.0,1
994,F,0.58,0.45,0.145,1.137,0.5585,0.22,0.29,8,47,21,7.0,1.0,1
995,M,0.58,0.49,0.13,1.1335,0.586,0.2565,0.237,9,236,149,8.882352941176471,0.013840830449826891,1
996,M,0.59,0.465,0.155,1.136,0.5245,0.2615,0.275,11,55,24,13.88888888888889,8.34567901234568,1
1000,F,0.595,0.45,0.15,1.114,0.5865,0.2205,0.25,11,47,21,7.0,16.0,1
1003,M,0.595,0.455,0.15,1.044,0.518,0.2205,0.27,9,111,56,16.0,49.0,1
1008,M,0.61,0.475,0.155,1.168,0.554,0.239,0.3295,10,98,46,8.0,4.0,1
1012,M,0.625,0.49,0.175,1.3325,0.5705,0.271,0.405,10,172,97,8.5,2.25,1
1013,F,0.625,0.475,0.175,1.1435,0.4755,0.2475,0.349,10,55,24,13.88888888888889,15.12345679012346,1
1014,F,0.625,0.5,0.165,1.288,0.573,0.3035,0.315,9,47,21,7.0,4.0,1
1015,F,0.625,0.485,0.2,1.38,0.5845,0.302,0.401,9,47,21,7.0,4.0,1
1023,F,0.64,0.5,0.175,1.394,0.4935,0.291,0.4,10,184,106,12.058823529411764,4.238754325259515,1
1026,M,0.645,0.52,0.175,1.561,0.709,0.3555,0.4,8,92,43,8.5,0.25,1
1036,F,0.66,0.505,0.185,1.528,0.69,0.3025,0.441,11,49,22,9.0,4.0,1
1038,M,0.66,0.495,0.195,1.6275,0.594,0.3595,0.485,10,173,99,12.5,6.25,1
1039,F,0.66,0.475,0.18,1.3695,0.641,0.294,0.335,6,49,22,9.0,9.0,1
1044,M,0.69,0.525,0.175,1.7005,0.8255,0.362,0.405,8,92,43,8.5,0.25,1
1045,M,0.69,0.505,0.2,1.872,0.893,0.4015,0.48,10,173,99,12.5,6.25,1
1046,F,0.695,0.535,0.175,1.8385,0.8035,0.396,0.503,10,157,86,10.2,0.039999999999999716,1
1048,M,0.71,0.565,0.205,2.198,1.012,0.5225,0.5475,11,162,90,11.437299035369774,0.19123044633533495,1
1053,I,0.185,0.13,0.045,0.029,0.012,0.0075,0.0095,4,197,118,7.050632911392405,9.306361160070503,1
1054,I,0.195,0.15,0.045,0.0375,0.018,0.006,0.011,3,197,118,7.050632911392405,16.407626982855312,1
1057,I,0.225,0.165,0.055,0.059,0.027,0.0125,0.015,4,196,118,6.0,4.0,1
1066,I,0.32,0.225,0.085,0.1415,0.0675,0.0295,0.0405,6,198,120,8.5,6.25,1
1067,I,0.34,0.265,0.08,0.2015,0.09,0.0475,0.055,5,202,123,8.4,11.560000000000002,1
1071,I,0.385,0.29,0.08,0.2485,0.122,0.0495,0.065,7,124,65,8.0,1.0,1
1072,I,0.4,0.32,0.095,0.348,0.194,0.053,0.087,6,201,122,8.5,6.25,1
1076,I,0.42,0.3,0.105,0.316,0.1255,0.07,0.1035,7,205,125,9.666666666666666,7.111111111111108,1
1078,I,0.42,0.31,0.095,0.279,0.1255,0.051,0.088,6,199,121,9.142857142857142,9.877551020408161,1
1080,M,0.43,0.335,0.12,0.397,0.1985,0.0865,0.1035,7,242,155,12.076923076923077,25.77514792899408,1
1081,I,0.435,0.33,0.11,0.413,0.2055,0.096,0.096,6,206,126,9.6,12.959999999999997,1
1085,I,0.445,0.34,0.145,0.434,0.1945,0.0905,0.13,7,209,128,9.0,4.0,1
1087,I,0.45,0.365,0.125,0.462,0.2135,0.0985,0.1315,8,208,127,10.2,4.839999999999997,1
1088,I,0.45,0.34,0.12,0.4925,0.241,0.1075,0.12,6,209,128,9.0,9.0,1
1089,I,0.45,0.33,0.105,0.3715,0.1865,0.0785,0.0975,7,209,128,9.0,4.0,1
1091,I,0.45,0.33,0.11,0.3685,0.16,0.0885,0.102,6,209,128,9.0,9.0,1
1094,I,0.47,0.38,0.125,0.4845,0.211,0.1075,0.142,6,207,127,10.1,16.81,1
1095,I,0.475,0.35,0.11,0.4565,0.206,0.099,0.13,6,209,128,9.0,9.0,1
1097,I,0.48,0.38,0.125,0.6245,0.3395,0.1085,0.1665,8,69,31,8.0,0.0,1
1098,M,0.49,0.465,0.125,0.5225,0.235,0.13,0.141,7,154,84,16.0,81.0,1
1099,I,0.5,0.375,0.14,0.5495,0.248,0.112,0.1585,7,68,31,14.0,49.0,1
1100,I,0.5,0.375,0.12,0.542,0.215,0.116,0.17,9,68,31,14.0,25.0,1
1103,F,0.505,0.39,0.125,0.5445,0.246,0.15,0.1405,7,217,135,11.5,20.25,1
1105,F,0.51,0.4,0.125,0.545,0.261,0.115,0.1385,6,76,35,8.0,4.0,1
1109,M,0.52,0.4,0.145,0.7765,0.3525,0.1845,0.185,9,240,152,10.0,1.0,1
1110,I,0.52,0.38,0.135,0.5395,0.2295,0.133,0.157,8,68,31,14.0,36.0,1
1111,I,0.52,0.38,0.125,0.5545,0.288,0.1295,0.167,8,69,31,8.0,0.0,1
1114,I,0.525,0.4,0.14,0.601,0.2625,0.1285,0.1835,9,68,31,14.0,25.0,1
1115,M,0.525,0.405,0.12,0.7555,0.3755,0.1555,0.201,9,240,152,10.0,1.0,1
1118,I,0.535,0.39,0.125,0.599,0.2595,0.149,0.169,9,68,31,14.0,25.0,1
1119,I,0.54,0.42,0.14,0.6665,0.3125,0.138,0.1895,10,69,31,8.0,4.0,1
1121,M,0.545,0.41,0.12,0.793,0.434,0.1405,0.19,9,237,151,8.4,0.3599999999999996,1
1124,F,0.55,0.43,0.15,0.84,0.395,0.195,0.223,8,138,74,10.0,4.0,1
1133,M,0.57,0.46,0.15,1.0375,0.5415,0.2035,0.25,9,98,46,8.0,1.0,1
1135,I,0.57,0.44,0.15,0.755,0.3425,0.16,0.224,8,69,31,8.0,0.0,1
1138,M,0.575,0.435,0.14,0.8455,0.401,0.191,0.222,9,235,149,8.833333333333334,0.027777777777777582,1
1142,M,0.575,0.445,0.17,1.0225,0.549,0.2175,0.228,9,235,149,8.833333333333334,0.027777777777777582,1
1151,M,0.585,0.465,0.16,0.9555,0.4595,0.236,0.265,7,175,100,11.5,20.25,1
1158,M,0.605,0.475,0.14,1.1175,0.555,0.257,0.274,9,98,46,8.0,1.0,1
1159,M,0.605,0.48,0.17,1.1835,0.582,0.2365,0.317,10,98,46,8.0,4.0,1
1160,F,0.605,0.475,0.165,1.056,0.433,0.2195,0.357,9,180,104,11.1,4.409999999999998,1
1162,M,0.61,0.485,0.145,1.3305,0.783,0.2255,0.2865,9,98,46,8.0,1.0,1
1167,M,0.62,0.47,0.135,1.0195,0.5315,0.2005,0.2475,8,101,51,10.0,4.0,1
1168,M,0.62,0.45,0.2,0.858,0.4285,0.1525,0.2405,8,113,57,10.0,4.0,1
1169,F,0.62,0.48,0.16,1.1125,0.5635,0.2445,0.281,8,47,21,7.0,1.0,1
1170,F,0.625,0.485,0.175,1.3745,0.7335,0.2715,0.332,9,47,21,7.0,4.0,1
1176,M,0.645,0.53,0.195,1.39,0.6465,0.2945,0.3735,10,92,43,8.5,2.25,1
1180,M,0.655,0.515,0.16,1.31,0.553,0.369,0.345,11,173,99,12.5,2.25,1
1182,F,0.66,0.53,0.185,1.346,0.546,0.2705,0.476,11,158,87,11.0,0.0,1
1183,M,0.665,0.525,0.16,1.363,0.629,0.279,0.34,8,92,43,8.5,0.25,1
1185,F,0.67,0.505,0.205,1.3645,0.6075,0.3025,0.353,9,49,22,9.0,0.0,1
1186,F,0.685,0.54,0.215,1.7025,0.664,0.3655,0.4735,14,161,89,10.22222222222222,14.271604938271624,1
1188,F,0.69,0.54,0.155,1.454,0.624,0.3105,0.39,9,158,87,11.0,4.0,1
1190,F,0.69,0.53,0.17,1.5535,0.7945,0.3485,0.3695,9,157,86,10.2,1.4399999999999984,1
1191,M,0.695,0.56,0.185,1.74,0.885,0.3715,0.4375,10,164,91,11.0,1.0,1
1195,F,0.705,0.55,0.17,1.219,0.6395,0.236,0.301,9,158,87,11.0,4.0,1
1196,F,0.71,0.56,0.18,1.652,0.735,0.381,0.4525,11,157,86,10.2,0.6400000000000011,1
1197,M,0.715,0.55,0.19,2.0045,1.0465,0.407,0.5075,12,164,91,11.0,1.0,1
1200,F,0.72,0.55,0.2,1.9965,0.9035,0.469,0.5215,10,159,88,11.17123287671233,1.3717864514918383,1
1206,F,0.75,0.57,0.21,2.236,1.109,0.5195,0.545,11,159,88,11.17123287671233,0.02932069806717974,1
1207,F,0.755,0.625,0.21,2.505,1.1965,0.513,0.6785,11,159,88,11.17123287671233,0.02932069806717974,1
1219,I,0.325,0.225,0.075,0.139,0.0565,0.032,0.09,6,198,120,8.5,6.25,1
1224,I,0.345,0.255,0.095,0.1945,0.0925,0.037,0.055,6,202,123,8.4,5.760000000000002,1
1225,I,0.345,0.255,0.085,0.2005,0.105,0.037,0.05,5,203,123,9.0,16.0,1
1228,I,0.36,0.27,0.085,0.196,0.0875,0.035,0.064,4,202,123,8.4,19.360000000000003,1
1230,I,0.365,0.27,0.085,0.196,0.0825,0.0375,0.06,7,202,123,8.4,1.960000000000001,1
1231,I,0.365,0.265,0.085,0.213,0.0945,0.049,0.06,7,124,65,8.0,1.0,1
1232,I,0.37,0.29,0.09,0.2445,0.089,0.0655,0.075,7,124,65,8.0,1.0,1
1235,I,0.375,0.29,0.085,0.2385,0.118,0.045,0.0695,7,203,123,9.0,4.0,1
1236,I,0.375,0.275,0.09,0.218,0.093,0.0405,0.0755,6,203,123,9.0,9.0,1
1238,I,0.375,0.28,0.08,0.2025,0.0825,0.048,0.065,8,124,65,8.0,0.0,1
1240,I,0.38,0.275,0.11,0.256,0.11,0.0535,0.0755,6,204,125,10.176470588235292,17.442906574394442,1
1244,I,0.385,0.3,0.095,0.302,0.152,0.0615,0.0735,7,199,121,9.142857142857142,4.591836734693875,1
1245,I,0.385,0.28,0.09,0.228,0.1025,0.042,0.0655,5,203,123,9.0,16.0,1
1249,I,0.395,0.27,0.1,0.2985,0.1445,0.061,0.082,5,124,65,8.0,9.0,1
1251,I,0.405,0.285,0.09,0.2645,0.1265,0.0505,0.075,6,124,65,8.0,4.0,1
1253,I,0.42,0.305,0.09,0.328,0.168,0.0615,0.082,6,201,122,8.5,6.25,1
1257,I,0.43,0.34,0.0,0.428,0.2065,0.086,0.115,8,200,122,9.0,1.0,1
1262,I,0.455,0.345,0.105,0.4005,0.164,0.0755,0.126,8,209,128,9.0,1.0,1
1265,I,0.46,0.36,0.105,0.466,0.2225,0.099,0.11,7,209,128,9.0,4.0,1
1270,I,0.47,0.355,0.18,0.48,0.2055,0.105,0.1505,8,209,128,9.0,1.0,1
1271,I,0.47,0.355,0.12,0.393,0.167,0.0885,0.115,8,209,128,9.0,1.0,1
1274,I,0.475,0.36,0.11,0.492,0.211,0.11,0.15,8,68,31,14.0,36.0,1
1275,I,0.48,0.37,0.125,0.5435,0.244,0.101,0.165,9,208,127,10.2,1.4399999999999984,1
1276,I,0.48,0.355,0.115,0.4725,0.2065,0.112,0.132,8,68,31,14.0,36.0,1
1277,I,0.48,0.365,0.1,0.461,0.2205,0.0835,0.135,8,200,122,9.0,1.0,1
1278,I,0.495,0.355,0.12,0.4965,0.214,0.1045,0.1495,8,209,128,9.0,1.0,1
1281,I,0.5,0.38,0.135,0.594,0.2945,0.104,0.1565,9,208,127,10.2,1.4399999999999984,1
1282,M,0.5,0.42,0.135,0.6765,0.302,0.1415,0.2065,9,154,84,16.0,49.0,1
1283,I,0.5,0.375,0.145,0.5795,0.239,0.1375,0.185,9,68,31,14.0,25.0,1
1285,I,0.5,0.375,0.125,0.5695,0.259,0.124,0.157,7,68,31,14.0,49.0,1
1286,I,0.5,0.395,0.14,0.6215,0.2925,0.1205,0.195,9,69,31,8.0,1.0,1
1288,I,0.505,0.38,0.12,0.594,0.2595,0.1435,0.18,7,68,31,14.0,49.0,1
1289,I,0.505,0.395,0.105,0.551,0.248,0.103,0.171,8,208,127,10.2,4.839999999999997,1
1291,I,0.515,0.42,0.135,0.711,0.337,0.144,0.205,13,69,31,8.0,25.0,1
1294,I,0.52,0.395,0.125,0.663,0.3005,0.131,0.1905,9,69,31,8.0,1.0,1
1297,I,0.53,0.415,0.13,0.694,0.3905,0.111,0.167,9,69,31,8.0,1.0,1
1303,F,0.535,0.41,0.13,0.7145,0.335,0.144,0.2075,9,224,141,9.333333333333334,0.11111111111111151,1
1309,I,0.545,0.43,0.15,0.7285,0.302,0.1315,0.2545,10,58,26,8.0,4.0,1
1310,I,0.545,0.405,0.135,0.5945,0.27,0.1185,0.185,8,68,31,14.0,36.0,1
1312,F,0.55,0.405,0.125,0.651,0.2965,0.137,0.2,9,76,35,8.0,1.0,1
1313,M,0.55,0.43,0.15,0.8745,0.413,0.1905,0.248,9,113,57,10.0,1.0,1
1314,I,0.55,0.435,0.14,0.7535,0.3285,0.1555,0.2325,10,69,31,8.0,4.0,1
1316,M,0.555,0.44,0.14,0.8705,0.407,0.156,0.255,9,113,57,10.0,1.0,1
1321,I,0.56,0.425,0.145,0.688,0.3095,0.1305,0.2165,9,69,31,8.0,1.0,1
1323,I,0.56,0.455,0.145,0.974,0.547,0.1615,0.235,9,69,31,8.0,1.0,1
1324,I,0.565,0.44,0.175,0.8735,0.414,0.21,0.21,11,69,31,8.0,9.0,1
1335,F,0.575,0.48,0.165,1.078,0.511,0.2095,0.306,9,181,105,14.0,25.0,1
1336,M,0.575,0.46,0.155,0.892,0.4415,0.176,0.22,10,235,149,8.833333333333334,1.3611111111111098,1
1340,M,0.585,0.465,0.155,0.9145,0.4555,0.1965,0.235,9,235,149,8.833333333333334,0.027777777777777582,1
1341,M,0.585,0.49,0.185,1.171,0.522,0.2535,0.335,10,55,24,13.88888888888889,15.12345679012346,1
1342,I,0.585,0.475,0.16,1.0505,0.48,0.234,0.285,10,177,103,10.0,0.0,1
1344,M,0.585,0.47,0.165,1.409,0.8,0.229,0.295,10,98,46,8.0,4.0,1
1347,I,0.59,0.445,0.135,0.7715,0.328,0.1745,0.23,9,69,31,8.0,1.0,1
1349,M,0.59,0.455,0.155,0.8855,0.388,0.188,0.275,10,113,57,10.0,0.0,1
1356,F,0.6,0.455,0.145,0.8895,0.419,0.1715,0.269,10,27,11,16.0,36.0,1
1359,M,0.605,0.49,0.14,0.9755,0.419,0.206,0.315,10,101,51,10.0,0.0,1
1360,I,0.605,0.435,0.13,0.9025,0.432,0.174,0.26,11,59,26,14.0,9.0,1
1362,F,0.605,0.47,0.16,1.0835,0.5405,0.2215,0.275,12,47,21,7.0,25.0,1
1363,M,0.61,0.45,0.15,0.871,0.407,0.1835,0.25,10,113,57,10.0,0.0,1
1368,M,0.61,0.46,0.16,1.0,0.494,0.197,0.275,10,111,56,16.0,36.0,1
1374,M,0.615,0.48,0.175,1.118,0.446,0.3195,0.3,9,175,100,11.5,6.25,1
1375,F,0.615,0.475,0.155,1.115,0.484,0.2115,0.355,10,179,104,11.666666666666666,2.777777777777776,1
1378,F,0.62,0.5,0.15,1.293,0.596,0.3135,0.354,10,47,21,7.0,9.0,1
1379,F,0.62,0.475,0.16,1.1295,0.463,0.2685,0.33,10,55,24,13.88888888888889,15.12345679012346,1
1382,F,0.625,0.515,0.16,1.264,0.5715,0.326,0.321,9,47,21,7.0,4.0,1
1383,F,0.625,0.48,0.155,1.2035,0.5865,0.239,0.3185,12,47,21,7.0,25.0,1
1384,F,0.63,0.485,0.17,1.3205,0.5945,0.345,0.345,9,49,22,9.0,0.0,1
1385,I,0.63,0.505,0.18,1.272,0.6025,0.295,0.315,11,50,22,8.0,9.0,1
1395,M,0.64,0.525,0.18,1.3135,0.4865,0.2995,0.4075,10,183,106,12.4,5.760000000000002,1
1397,M,0.645,0.5,0.195,1.401,0.6165,0.3515,0.3725,10,173,99,12.5,6.25,1
1399,F,0.65,0.505,0.165,1.16,0.4785,0.274,0.349,11,186,107,17.0,36.0,1
1403,F,0.65,0.51,0.17,1.567,0.7245,0.349,0.391,10,49,22,9.0,1.0,1
